Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Previous Years (2001-2018) - SGU Rated Output In kW,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW,Sep 2020 - Installations Quantity,Sep 2020 - SGU Rated Output In kW,Oct 2020 - Installations Quantity,Oct 2020 - SGU Rated Output In kW,Nov 2020 - Installations Quantity,Nov 2020 - SGU Rated Output In kW,Dec 2020 - Installations Quantity,Dec 2020 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
3048,864,3137.184,7,40.125,13,100.480,12,156.795,5,36.275,7,40.250,4,24.255,1,6.615,4,21.870,10,162.815,9,93.465,16,89.735,14,90.005,21,130.215,20,192.315,15,95.090,9,57.435,17,111.315,26,148.485,26,167.135,4,24.060,2,10.560,17,113.930,38,481.140,31,216.290,1192,5747.839
3049,486,1733.386,5,28.600,11,55.795,9,53.245,12,73.333,7,46.100,2,13.110,3,16.650,3,15.000,6,41.565,6,36.015,3,27.075,7,40.970,10,62.640,9,114.180,4,48.210,4,81.450,2,12.270,5,32.225,10,63.045,7,69.750,0,0.000,6,59.190,14,99.335,13,83.200,644,2906.339
3051,144,738.918,3,11.335,6,120.270,3,29.250,1,4.500,0,0.000,2,5.890,1,6.380,1,5.580,3,12.495,0,0.000,4,15.920,4,59.535,1,6.300,0,0.000,2,9.915,2,8.310,0,0.000,2,49.060,0,0.000,0,0.000,0,0.000,0,0.000,2,15.950,0,0.000,181,1099.608
3052,74,505.254,1,3.025,0,0.000,3,14.935,0,0.000,0,0.000,0,0.000,1,7.500,2,24.780,3,18.050,0,0.000,5,47.280,1,98.800,1,75.330,0,0.000,2,30.770,0,0.000,2,84.630,0,0.000,1,3.960,0,0.000,0,0.000,2,101.400,1,5.610,3,92.530,102,1113.854
3053,90,684.625,1,2.880,1,6.160,1,5.270,2,32.170,2,5.890,0,0.000,2,19.800,3,54.020,3,51.980,0,0.000,1,6.240,1,3.600,1,3.250,5,46.998,1,32.830,0,0.000,2,32.800,0,0.000,3,11.520,0,0.000,1,2.960,0,0.000,0,0.000,1,2.400,121,1005.393
3054,214,661.688,4,15.570,7,29.000,2,7.900,3,12.470,4,19.010,0,0.000,3,18.445,3,17.760,3,10.620,7,25.675,2,7.520,4,23.520,3,9.790,4,11.240,6,27.965,3,110.190,1,4.800,6,28.980,4,14.580,0,0.000,1,16.500,1,6.600,4,60.670,3,15.860,292,1156.353
3055,492,1584.676,4,21.940,4,45.550,8,43.019,4,17.190,6,28.345,4,31.070,3,17.215,1,3.790,2,8.505,6,31.925,4,24.630,6,82.595,2,8.525,5,28.810,6,27.790,6,57.820,6,34.710,5,29.820,4,22.540,2,9.800,3,23.360,5,22.865,7,45.100,5,30.805,600,2282.395
3056,785,3358.412,9,41.960,7,129.800,10,43.990,10,55.885,10,38.170,8,61.050,8,46.750,32,69.240,9,70.605,12,76.885,8,91.035,9,39.875,8,73.550,10,49.065,18,105.380,13,139.680,9,93.765,7,57.990,7,47.840,4,50.120,4,34.200,3,18.060,13,63.760,14,70.805,1027,4927.872
3057,328,1267.651,2,9.550,7,33.385,4,29.150,4,19.215,4,18.610,0,0.000,1,5.180,2,16.740,1,4.200,6,31.350,6,55.065,2,7.235,2,13.100,13,66.150,11,56.785,5,21.615,6,32.220,6,36.305,3,17.855,0,0.000,2,10.875,1,4.800,5,44.580,5,39.610,426,1841.226
3058,1715,6769.357,20,131.160,15,87.225,24,156.125,23,141.340,17,231.025,13,84.865,9,75.220,16,103.655,14,90.675,17,84.385,17,115.775,23,174.195,23,155.165,17,100.495,18,139.500,32,169.030,18,168.305,30,293.680,19,120.885,5,52.370,6,152.780,12,70.975,22,142.025,47,331.405,2172,10141.617
3059,1113,4806.250,17,98.700,21,132.240,23,153.995,16,96.950,11,62.650,10,78.890,5,28.065,9,59.490,11,72.980,18,108.820,15,88.805,20,158.245,17,116.330,26,193.075,22,183.250,12,79.495,20,158.380,24,185.580,47,365.095,11,83.550,4,60.550,32,302.740,56,432.905,51,413.315,1611,8520.345
3060,483,1768.405,8,41.380,6,35.180,5,26.800,5,25.650,6,22.370,7,53.315,0,0.000,4,21.855,7,41.490,2,10.940,6,131.010,12,75.020,6,35.460,14,107.275,5,57.675,5,32.340,3,20.070,6,40.720,4,26.400,3,33.540,0,0.000,2,10.730,14,93.960,10,62.030,623,2773.615
3061,396,5404.260,3,23.310,7,42.180,7,141.240,5,41.050,4,92.440,5,66.695,9,186.650,9,289.475,3,143.630,9,126.420,7,234.960,13,242.450,3,116.700,5,39.155,6,156.190,9,131.700,3,19.830,10,469.110,12,214.620,2,46.200,3,119.275,6,174.610,10,137.820,15,359.970,561,9019.940
3062,21,466.670,1,90.060,0,0.000,1,50.320,0,0.000,2,42.350,2,42.125,1,63.360,1,20.100,0,0.000,1,6.615,1,98.670,2,198.940,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.270,0,0.000,0,0.000,1,28.380,3,79.480,0,0.000,2,132.390,40,1325.730
3063,50,267.675,1,6.210,1,10.830,0,0.000,0,0.000,0,0.000,0,0.000,1,9.920,1,6.600,1,11.880,0,0.000,1,9.900,2,15.280,0,0.000,1,6.600,1,19.800,0,0.000,0,0.000,2,20.950,1,10.080,0,0.000,0,0.000,0,0.000,1,16.170,1,19.800,65,431.695
3064,5199,20407.286,112,707.430,136,869.390,143,876.450,83,515.345,51,319.610,45,257.460,57,396.470,125,882.725,143,961.000,201,1330.875,221,1468.440,202,1359.390,198,1346.250,223,1494.675,192,1320.885,131,894.480,192,1327.825,233,1689.320,346,2385.725,56,395.340,9,84.180,190,1336.095,419,3079.500,361,2666.985,9268,48373.131
3065,177,771.795,3,16.315,1,4.560,3,9.630,5,26.610,4,17.550,8,12.040,0,0.000,2,15.320,3,17.010,2,8.900,4,49.510,4,48.020,2,7.975,2,7.550,1,3.960,3,14.715,2,4.700,2,15.990,4,42.220,0,0.000,3,16.735,3,11.500,0,0.000,2,11.040,240,1133.645
3066,134,720.547,2,18.640,5,33.405,2,6.780,2,10.035,2,42.905,3,59.960,2,9.675,3,18.270,1,34.830,0,0.000,3,16.640,0,0.000,1,28.380,3,18.690,2,19.570,1,6.270,2,11.880,2,8.295,3,18.800,0,0.000,1,6.270,2,46.150,0,0.000,1,5.180,177,1141.172
3067,130,779.561,0,0.000,2,40.510,4,12.520,4,34.700,4,83.990,1,29.760,2,50.800,2,6.630,2,11.762,1,3.200,3,15.940,6,44.850,3,21.315,3,18.690,5,54.420,2,17.520,1,3.300,1,5.610,4,28.230,0,0.000,1,5.920,1,10.395,3,24.690,3,15.760,188,1320.073
3068,644,2083.929,8,35.715,8,34.045,12,69.580,9,58.890,12,53.916,4,19.020,4,18.860,8,35.715,7,26.795,10,50.010,10,50.260,8,104.770,5,26.030,5,29.970,8,40.665,9,46.400,9,89.545,10,61.240,8,28.125,6,153.155,2,12.130,3,24.440,14,88.850,7,46.900,830,3288.955
3070,1221,3691.605,12,59.530,9,37.855,17,121.181,18,84.885,29,177.605,22,226.675,48,282.020,31,183.005,11,74.175,9,40.205,9,53.045,17,185.522,3,14.810,10,63.400,16,89.770,8,39.865,15,82.935,24,124.630,18,97.750,19,75.100,6,18.000,12,49.550,22,131.510,25,125.975,1631,6130.603
3071,736,2675.652,10,48.915,7,38.870,10,47.825,7,39.995,15,115.595,24,224.340,28,149.220,11,105.795,6,130.370,5,31.240,6,31.805,8,125.120,3,15.440,8,45.430,10,60.705,8,47.285,8,156.465,11,123.980,12,68.870,2,36.300,10,22.800,9,54.960,12,70.485,21,129.680,987,4597.142
3072,1381,5016.449,7,42.560,16,99.563,18,121.285,25,170.955,39,298.250,30,169.866,34,156.420,25,232.175,12,167.605,6,32.050,18,207.375,23,191.670,8,41.850,20,258.955,12,57.130,20,188.855,16,90.250,15,122.245,20,120.965,7,97.280,4,45.990,8,48.410,32,221.015,23,218.425,1819,8417.593
3073,2108,6878.114,20,143.630,22,212.620,28,151.665,27,221.385,51,362.150,48,249.125,43,258.885,26,182.610,17,105.790,13,77.380,23,161.270,18,121.120,18,110.215,21,149.245,27,239.530,22,108.355,31,212.375,22,190.255,35,270.875,4,21.020,0,0.000,13,75.930,38,274.570,47,456.900,2722,11235.014
3074,1050,6216.248,16,205.005,20,251.480,16,146.025,8,39.990,9,175.180,7,88.440,6,65.580,10,161.050,21,296.495,15,110.780,20,342.845,11,81.215,8,42.845,12,79.745,15,232.610,16,142.955,14,179.225,27,191.420,28,257.180,9,105.660,1,39.960,15,255.620,17,165.355,22,218.210,1393,10091.118
3075,1028,3448.330,18,120.155,11,72.890,10,51.035,13,77.650,27,122.790,3,19.020,7,35.635,10,64.045,14,111.960,9,50.890,11,68.145,12,79.935,15,123.720,19,111.170,24,150.835,13,83.065,18,143.585,22,134.120,22,170.505,4,59.460,0,0.000,15,103.660,29,187.390,31,214.175,1385,5804.165
3076,2011,7222.934,26,140.680,19,109.110,32,187.515,24,224.985,19,252.255,5,30.200,10,60.640,23,137.255,26,196.370,35,353.000,29,206.935,26,346.690,34,298.180,38,238.825,34,308.265,23,141.140,29,326.950,43,363.810,63,420.405,11,70.665,0,0.000,27,215.640,71,567.295,75,625.230,2733,13044.974
3078,608,2462.482,8,94.445,11,57.130,11,66.365,14,87.415,20,96.640,6,27.125,11,67.635,11,73.165,14,65.850,9,90.080,10,35.890,13,87.440,7,25.840,17,76.250,6,37.060,6,30.920,2,11.580,3,16.560,4,42.390,1,5.950,4,67.600,7,87.740,12,152.725,6,38.245,821,3904.522
3079,626,2438.133,7,217.610,12,80.915,8,48.605,5,29.225,12,74.495,2,10.500,5,32.970,8,50.155,6,29.945,7,52.285,13,79.210,10,131.030,7,27.490,9,45.950,9,64.315,9,51.830,7,50.832,11,78.675,9,89.288,5,130.860,4,34.620,14,99.370,16,93.710,12,118.940,833,4160.958
3081,473,2421.592,5,23.205,9,160.762,9,49.710,3,37.080,5,118.410,4,14.270,7,156.745,6,82.485,4,82.310,3,82.580,10,149.150,6,30.750,9,51.675,7,39.100,9,64.420,19,61.465,29,95.495,14,52.555,10,63.720,5,23.260,6,41.550,4,21.945,19,64.740,13,72.550,688,4061.524
3082,1533,5389.139,29,162.595,23,139.210,38,233.190,25,157.625,15,88.225,5,22.680,10,86.330,15,88.175,21,129.380,24,141.785,29,183.110,26,160.465,15,89.660,27,170.615,33,238.600,21,136.640,11,65.055,25,158.630,35,248.280,3,21.120,2,19.450,16,110.250,27,182.700,36,238.260,2044,8661.169
3083,1673,5956.348,21,122.125,20,231.465,28,161.025,15,93.506,22,205.967,10,110.570,13,80.790,9,65.805,14,100.375,21,125.815,28,164.095,20,137.745,19,117.890,23,163.750,21,140.525,18,109.060,19,106.430,30,195.670,25,156.550,8,46.395,0,0.000,13,87.810,41,339.510,35,281.530,2146,9300.751
3084,1166,4261.173,17,97.075,27,164.040,14,76.035,11,66.650,11,57.320,13,75.715,9,55.415,9,48.320,13,81.055,14,121.840,19,113.720,19,117.195,7,40.260,17,102.250,13,70.865,8,54.400,24,217.075,14,100.080,28,189.160,4,36.370,4,33.120,10,71.500,17,95.985,22,159.435,1510,6506.053
3085,630,2124.622,8,37.825,6,39.730,21,108.670,11,54.620,6,32.910,1,6.325,6,35.060,7,47.725,5,32.505,9,88.985,6,33.720,8,47.660,7,44.010,5,47.210,10,63.215,15,121.020,4,23.680,8,46.875,5,39.550,0,0.000,0,0.000,2,11.100,16,97.240,15,138.200,811,3322.457
3087,412,1256.650,3,14.570,5,26.790,4,18.977,10,51.265,3,12.865,0,0.000,3,16.700,5,27.925,4,24.740,8,58.375,5,28.620,6,35.355,7,38.980,8,44.875,9,49.715,2,12.915,9,52.580,7,40.590,5,26.940,2,9.310,1,93.600,0,0.000,5,32.040,12,88.040,535,2062.417
3088,1285,4344.091,25,135.875,29,152.770,24,126.755,19,108.035,18,108.075,8,45.365,12,64.985,8,49.375,10,62.715,10,80.225,13,75.120,16,187.445,12,82.245,21,118.985,23,137.500,23,293.180,15,93.400,18,115.735,23,143.440,5,29.230,1,6.660,10,64.230,30,207.995,29,194.175,1687,7027.606
3089,708,2696.744,8,38.895,15,92.830,17,106.345,7,37.025,7,34.045,2,10.400,0,0.000,12,171.440,7,43.725,6,40.555,10,58.400,8,46.500,9,50.055,12,70.390,12,74.390,11,70.280,16,100.715,8,52.730,16,163.255,2,9.625,1,13.320,11,90.400,24,183.295,15,94.360,944,4349.719
3090,141,748.698,2,12.150,5,37.270,4,35.565,1,6.600,4,38.480,3,18.800,0,0.000,0,0.000,5,62.250,2,28.510,0,0.000,1,6.510,1,6.600,3,21.915,1,15.180,0,0.000,1,10.725,1,6.600,4,40.715,0,0.000,1,15.840,2,21.315,6,69.690,1,19.250,189,1222.663
3091,154,897.650,1,6.325,3,26.480,1,10.450,1,25.300,2,16.200,2,12.600,0,0.000,0,0.000,2,28.690,2,21.480,5,52.710,1,6.600,2,21.780,0,0.000,2,16.020,0,0.000,4,61.650,2,17.080,2,24.200,0,0.000,0,0.000,0,0.000,0,0.000,2,13.290,188,1258.505
3093,191,866.067,2,7.700,5,28.080,5,38.860,1,20.020,1,3.240,4,118.845,1,6.160,1,16.500,3,24.210,1,12.600,5,33.750,0,0.000,1,5.940,3,17.185,2,12.590,4,35.800,4,29.230,4,26.700,4,21.590,3,19.800,2,103.200,0,0.000,6,36.400,8,54.865,261,1539.332
3094,402,1346.823,6,31.235,5,24.580,2,12.180,2,10.915,4,25.170,4,34.330,7,33.030,4,25.000,5,22.415,2,12.475,9,46.730,8,60.930,6,34.870,8,43.410,7,37.860,6,29.055,9,45.635,5,27.360,5,28.765,2,11.880,0,0.000,6,32.520,12,76.370,8,51.490,534,2105.028
3095,1434,5586.149,23,142.175,28,153.390,19,110.720,17,92.650,12,76.270,12,133.165,10,51.560,13,76.735,21,111.570,27,193.195,20,118.530,23,173.070,11,62.460,25,146.620,31,177.995,40,244.160,18,142.815,21,162.765,19,128.355,8,53.480,0,0.000,26,199.180,27,238.030,30,231.755,1915,8806.794
3096,133,455.500,0,0.000,2,12.700,2,13.110,0,0.000,1,6.600,1,6.600,2,22.500,0,0.000,1,1.240,1,6.080,1,5.985,2,12.540,0,0.000,3,17.245,3,19.800,1,6.380,2,18.480,1,6.600,2,14.670,0,0.000,0,0.000,1,6.600,2,13.260,2,15.910,163,661.800
3097,131,593.060,1,3.200,2,18.371,1,4.125,2,10.505,4,34.215,1,1.925,2,20.985,2,11.655,0,0.000,1,9.900,2,14.850,2,28.020,0,0.000,4,28.210,1,6.600,2,12.800,2,12.780,3,38.640,0,0.000,1,21.840,0,0.000,0,0.000,4,35.280,2,17.390,170,924.351
3099,385,1503.099,1,6.600,5,34.070,11,73.945,1,2.970,2,10.725,1,6.600,3,17.925,0,0.000,1,6.600,3,18.435,5,35.120,3,17.750,3,30.960,5,32.730,8,45.615,5,28.040,3,21.210,3,17.400,5,36.860,0,0.000,0,0.000,5,36.660,17,127.455,11,99.380,486,2210.149
3101,732,3183.285,19,99.925,15,180.445,14,125.365,13,83.125,11,86.090,11,158.735,10,66.630,8,52.866,12,246.400,6,42.365,10,75.875,9,58.135,5,31.080,14,110.690,17,128.530,8,51.095,8,76.970,11,83.785,8,56.175,4,27.150,0,0.000,8,59.555,15,96.410,15,107.055,983,5287.736
3102,246,765.933,0,0.000,4,29.655,5,57.850,3,28.310,2,10.940,1,6.325,3,14.265,2,9.800,1,6.600,3,19.200,4,24.690,4,22.365,2,6.900,4,26.410,5,35.520,3,19.800,5,28.005,8,62.100,2,11.880,1,9.900,1,3.960,2,13.320,6,36.120,7,37.560,324,1287.408
3103,518,2045.432,3,17.100,7,55.610,7,42.335,8,51.265,11,73.665,4,19.975,5,34.435,6,31.470,7,57.450,9,45.165,7,49.855,9,80.985,5,32.700,7,41.835,11,78.020,11,71.155,3,28.470,8,47.370,10,68.260,2,16.605,3,19.715,4,38.840,11,158.750,12,79.855,688,3286.317
3104,712,2839.745,12,73.240,6,47.245,14,85.085,20,136.400,5,36.400,2,10.840,9,59.040,11,69.780,6,39.300,15,107.195,10,74.595,12,147.145,6,43.920,8,63.115,10,92.270,12,71.415,8,62.085,5,46.320,17,116.695,9,150.875,2,22.340,10,95.640,27,194.495,20,167.810,968,4852.990
3105,452,1654.089,9,59.765,8,37.185,7,30.210,3,18.215,10,59.100,2,15.130,4,39.060,7,47.030,1,6.555,10,64.920,7,61.170,8,51.450,5,29.030,5,30.305,10,76.455,5,29.400,5,30.620,8,52.910,13,91.620,0,0.000,1,6.660,5,36.780,12,100.450,10,71.850,607,2699.959
3106,886,3270.892,13,76.930,11,63.615,8,44.725,22,147.505,6,39.985,8,139.340,10,75.665,6,36.240,14,85.050,14,94.620,10,65.070,14,117.145,20,126.465,21,137.240,12,69.435,14,116.775,19,132.305,14,103.570,17,115.640,7,47.800,0,0.000,5,33.050,22,215.710,24,182.380,1197,5537.152
3107,568,1924.752,6,33.500,7,41.450,9,56.905,10,153.306,6,39.040,2,11.260,6,49.210,4,40.010,9,53.310,7,134.920,11,64.665,8,46.125,14,91.955,8,49.975,11,87.580,9,62.325,5,41.875,7,43.575,11,79.235,0,0.000,0,0.000,8,47.130,15,102.080,11,75.790,752,3329.973
3108,731,2657.460,13,79.220,19,111.430,20,125.470,14,89.655,23,123.160,9,57.480,2,11.550,13,73.245,14,99.610,13,69.005,19,125.470,19,143.035,22,132.155,24,142.990,31,189.540,9,61.135,15,88.750,14,88.435,27,164.110,5,69.555,3,18.210,12,80.555,32,217.045,24,146.650,1127,5164.920
3109,1039,3579.627,24,141.690,24,129.835,23,132.850,22,138.980,19,147.520,7,48.005,16,130.695,7,44.990,14,93.610,23,161.990,34,198.445,24,157.865,18,109.665,33,198.695,23,137.035,12,80.625,25,157.540,23,167.850,15,97.400,10,116.175,1,13.200,20,176.865,29,276.730,36,330.125,1521,6968.007
3111,707,2662.834,5,27.045,12,84.525,7,43.280,9,64.100,5,54.015,4,26.700,5,45.705,3,19.055,9,64.715,8,52.435,11,94.043,13,96.830,8,63.650,12,76.575,14,93.315,9,60.640,10,85.730,16,142.630,16,105.295,1,6.600,2,13.260,7,69.230,15,109.865,21,148.060,929,4310.132
3113,601,2493.724,2,8.400,7,55.935,7,45.180,2,10.800,2,13.200,4,33.715,0,0.000,2,11.475,3,24.480,7,58.790,4,31.780,6,35.095,7,38.610,6,36.700,10,63.275,13,112.365,5,51.750,11,80.050,7,45.205,1,6.600,4,39.290,1,8.000,16,117.480,12,108.295,740,3530.194
3114,238,1046.950,1,9.900,1,5.225,5,31.010,6,53.375,3,14.185,0,0.000,1,6.300,5,40.385,1,6.600,3,27.140,4,29.380,0,0.000,0,0.000,5,30.680,5,40.430,4,28.170,2,14.520,3,19.800,8,56.025,0,0.000,2,19.490,3,26.960,3,26.580,3,23.500,306,1556.605
3115,276,1218.180,4,34.980,2,26.400,4,25.700,6,43.570,3,23.440,2,6.820,2,39.100,3,24.425,7,50.725,3,28.405,1,10.080,4,36.155,2,41.010,4,32.530,0,0.000,0,0.000,3,28.080,1,6.600,3,19.800,0,0.000,0,0.000,2,18.300,5,52.950,6,66.830,343,1834.080
3116,690,2554.318,16,181.775,12,72.215,12,63.380,10,65.425,12,124.030,6,37.105,7,47.915,9,52.400,2,9.915,22,134.065,5,34.215,14,73.145,6,41.870,11,70.300,6,39.690,8,47.415,8,64.390,9,61.830,13,93.580,2,13.260,0,0.000,10,65.460,15,100.890,15,121.055,920,4169.643
3121,600,2567.884,4,17.790,3,14.290,6,41.895,7,26.775,16,114.115,3,15.650,6,24.030,10,108.305,1,5.500,6,34.470,9,47.850,9,116.930,4,22.990,7,88.110,11,89.110,11,62.105,4,22.110,12,65.740,9,94.520,5,54.875,2,9.210,7,64.745,5,90.715,9,90.780,766,3890.494
3122,405,1663.302,3,14.535,12,67.980,9,48.789,3,14.520,11,59.025,7,38.535,8,53.175,5,40.625,3,23.505,3,16.485,8,62.345,3,24.615,3,14.960,7,43.260,18,113.275,8,63.385,5,43.270,4,23.200,8,136.535,2,5.980,0,0.000,1,8.250,7,65.880,6,64.895,549,2710.326
3123,292,1202.255,2,10.500,6,43.775,7,41.295,12,47.420,18,42.975,3,19.250,2,10.275,2,9.680,1,19.800,5,115.750,3,13.375,3,23.415,2,11.850,10,71.975,5,45.930,6,55.195,8,41.880,5,52.900,9,74.760,1,11.310,1,7.200,2,17.980,5,28.875,7,50.170,417,2069.790
3124,705,2565.627,7,43.215,12,60.500,13,102.010,4,20.050,10,70.495,9,75.485,12,75.735,8,47.415,11,80.630,5,80.430,13,169.955,9,59.055,4,25.675,10,168.790,14,94.110,17,98.735,15,103.665,11,90.785,10,100.430,4,21.930,1,6.400,8,66.650,17,205.035,9,74.770,938,4507.577
3125,593,1781.813,3,11.925,4,49.555,10,53.810,14,99.070,6,35.335,2,12.300,6,85.965,5,28.670,5,22.650,9,90.300,12,128.365,7,142.220,8,47.920,8,86.510,10,61.005,6,34.350,8,40.845,7,56.865,10,66.715,2,10.230,1,5.280,6,42.240,15,94.525,16,109.905,773,3198.368
3126,239,892.465,4,22.200,4,26.190,1,24.700,2,12.585,1,5.520,0,0.000,2,12.240,2,7.595,5,55.490,0,0.000,1,11.220,3,48.710,4,59.945,2,10.280,2,8.950,3,110.490,7,48.225,4,33.620,6,37.375,2,12.600,0,0.000,3,32.010,11,168.700,5,32.890,313,1674.000
3127,685,2376.202,13,77.505,13,62.005,12,73.185,16,100.835,9,56.105,9,51.110,5,40.860,5,29.245,8,63.115,11,69.390,8,68.225,14,115.715,8,45.800,15,83.700,10,55.465,9,50.640,10,80.860,6,38.150,7,47.420,0,0.000,2,11.565,5,28.430,21,129.105,10,83.910,911,3838.542
3128,599,2102.801,15,85.270,9,75.090,13,75.185,7,127.070,14,93.685,6,37.680,3,28.050,11,68.695,7,43.125,12,107.165,11,60.320,14,172.405,5,36.905,12,66.925,10,63.980,12,94.935,14,178.395,6,48.990,11,67.965,3,17.840,1,6.660,2,8.025,14,81.395,16,126.030,827,3874.586
3129,642,2158.994,12,76.705,6,103.115,18,100.915,14,76.095,6,43.000,5,32.725,7,47.430,7,38.035,5,27.745,5,29.820,14,85.000,4,26.430,11,62.610,8,47.940,11,64.790,9,48.130,7,41.265,5,41.600,8,55.240,6,34.370,0,0.000,7,63.330,24,149.295,18,116.540,859,3571.119
3130,1459,4695.661,21,100.925,19,117.837,27,240.210,25,143.875,11,83.630,13,80.964,11,84.930,15,86.725,20,116.800,21,124.365,29,190.860,23,139.490,25,145.255,27,164.010,25,215.645,21,128.975,27,178.970,23,129.520,22,136.990,5,67.050,4,151.370,17,108.185,39,352.600,25,202.710,1954,8187.552
3131,1082,3858.718,15,84.720,16,92.080,16,98.650,13,75.335,17,90.870,8,62.545,9,106.430,12,85.545,15,111.205,29,159.460,26,202.810,19,174.260,20,125.595,20,206.765,23,138.160,10,158.105,26,264.090,17,110.820,19,234.565,1,4.290,2,20.910,15,103.320,25,154.250,29,190.920,1484,6914.418
3132,654,2095.627,12,63.835,10,51.785,19,116.280,10,72.315,11,102.360,4,48.190,7,57.960,9,59.605,8,51.535,16,139.675,12,59.480,21,118.680,16,92.495,8,48.320,13,72.155,10,52.330,9,42.015,11,81.725,18,112.905,7,49.200,3,41.250,13,83.890,18,114.530,20,140.740,939,3968.882
3133,1337,4572.760,14,80.030,25,166.920,24,148.140,22,124.515,13,84.110,6,52.720,7,39.660,15,91.695,18,130.020,27,166.775,25,149.765,22,158.165,22,134.565,32,214.495,32,212.225,10,55.020,10,96.805,25,169.480,24,159.385,6,42.900,1,6.600,9,58.840,40,275.750,38,268.605,1804,7659.945
3134,1589,6498.833,13,72.235,31,157.005,23,147.815,21,150.220,21,134.575,11,86.815,15,369.265,19,111.025,21,225.330,15,278.055,19,116.435,23,281.295,16,119.245,18,115.190,28,170.185,15,101.640,19,127.325,27,271.570,33,214.535,7,45.560,4,72.555,12,127.025,50,359.705,37,313.740,2087,10667.178
3135,985,3491.319,15,173.265,14,167.240,21,147.850,19,102.765,11,173.905,5,24.538,3,15.015,12,70.460,10,64.390,11,74.645,20,184.615,16,100.510,17,111.880,17,116.915,11,68.810,13,82.110,11,65.400,12,88.572,16,98.710,4,26.370,3,18.900,13,99.920,17,106.745,19,186.945,1295,5861.794
3136,2272,7593.858,47,238.615,65,320.755,46,294.590,37,228.395,16,99.593,14,122.665,11,161.975,22,105.145,60,331.070,47,306.230,30,151.080,39,343.700,36,199.330,41,220.835,44,459.240,31,276.625,36,236.560,28,190.855,34,207.240,5,34.705,3,16.810,28,178.120,53,374.245,47,359.405,3092,13051.641
3137,946,4353.568,10,56.900,14,80.515,13,160.805,11,55.665,10,184.315,6,42.490,6,42.635,10,140.700,7,36.300,10,69.965,9,47.425,9,70.155,5,125.670,13,74.175,12,88.730,15,194.150,7,137.300,13,84.385,20,128.200,4,32.210,0,0.000,10,76.020,27,179.660,16,106.470,1203,6568.408
3138,1389,4711.431,22,124.560,22,146.250,17,100.990,22,133.910,12,75.485,5,25.120,5,24.275,13,101.010,6,38.905,21,126.325,11,73.685,25,149.335,8,56.620,16,100.055,29,177.440,22,131.610,16,90.970,21,117.960,20,133.430,3,19.200,2,12.210,15,104.520,22,145.145,20,133.875,1764,7054.316
3139,1210,5331.187,11,59.865,21,260.120,16,218.205,7,47.070,12,132.230,7,121.175,8,99.530,5,32.580,6,37.885,15,111.090,11,71.705,20,164.860,18,118.885,11,65.200,25,183.080,10,91.070,11,93.935,18,277.780,13,199.170,5,35.250,0,0.000,7,125.040,25,200.300,18,162.855,1510,8240.067
3140,1118,4744.249,7,34.905,16,95.540,14,83.615,8,45.050,12,138.530,7,63.415,6,44.910,10,64.205,3,16.980,11,95.340,16,98.360,16,117.960,15,99.160,11,72.790,16,101.715,10,63.215,13,108.150,19,152.755,15,91.780,2,10.800,3,22.425,8,62.270,12,87.615,14,125.280,1382,6641.014
3141,206,943.897,2,6.510,3,15.855,6,30.585,1,3.300,1,31.600,2,17.420,0,0.000,3,10.430,0,0.000,5,33.918,2,10.800,4,26.500,0,0.000,4,32.150,2,17.480,3,42.720,5,42.710,2,15.750,5,38.420,0,0.000,0,0.000,1,10.230,5,29.890,2,15.360,264,1375.525
