,DATE,HUMIDITYAVE,HUMIDITYMIN,HUMIDITYMAX
0,20 April 2010,0.8193333333333332,0.57,0.94
0,21 April 2010,0.7804255319148936,0.54,0.94
0,22 April 2010,0.7370833333333332,0.51,0.94
0,23 April 2010,0.7027659574468086,0.4,0.94
0,24 April 2010,0.5652083333333335,0.29,0.88
0,25 April 2010,0.5745652173913042,0.35,0.78
0,26 April 2010,0.7571739130434784,0.57,0.94
0,27 April 2010,0.6162222222222222,0.52,0.77
0,28 April 2010,0.616590909090909,0.35,0.82
0,29 April 2010,0.4865909090909089,0.28,0.82
0,30 April 2010,0.4887804878048779,0.29,0.72
0,1 May 2010,0.781470588235294,0.61,0.88
0,2 May 2010,0.781470588235294,0.61,0.88
0,3 May 2010,0.7680555555555555,0.28,1.0
0,4 May 2010,0.7725000000000003,0.69,0.88
0,5 May 2010,0.7084374999999997,0.44,0.94
0,6 May 2010,0.5618181818181818,0.3,0.88
0,7 May 2010,0.48900000000000005,0.33,0.62
0,8 May 2010,0.5430769230769229,0.25,0.72
0,9 May 2010,0.5841025641025642,0.38,0.73
0,10 May 2010,0.6455000000000003,0.36,0.88
0,11 May 2010,0.6878048780487807,0.47,0.88
0,12 May 2010,0.48117647058823515,0.15,0.94
0,13 May 2010,0.43583333333333346,0.34,0.55
0,14 May 2010,0.5703333333333334,0.39,0.77
0,15 May 2010,0.58125,0.42,0.76
0,16 May 2010,0.6396969696969698,0.48,0.77
0,17 May 2010,0.6807692307692309,0.52,0.82
0,18 May 2010,0.8274358974358972,0.68,0.94
0,19 May 2010,0.9357142857142859,0.72,1.0
0,20 May 2010,0.8337837837837835,0.68,1.0
0,21 May 2010,0.7807692307692308,0.52,0.94
0,22 May 2010,0.7887878787878788,0.6,0.94
0,23 May 2010,0.7997435897435896,0.59,1.0
0,24 May 2010,0.8724999999999998,0.72,0.94
0,25 May 2010,0.7799999999999997,0.64,0.94
0,26 May 2010,0.8802777777777773,0.77,0.94
0,27 May 2010,0.8558333333333333,0.56,1.0
0,28 May 2010,0.6904999999999998,0.52,0.83
0,29 May 2010,0.7641025641025643,0.56,0.94
0,30 May 2010,0.8467647058823529,0.68,0.94
0,31 May 2010,0.6975675675675674,0.46,0.94
0,1 June 2010,0.8092105263157894,0.64,0.94
0,2 June 2010,0.8092105263157894,0.64,0.94
0,3 June 2010,0.805111111111111,0.64,0.94
0,4 June 2010,0.8580555555555553,0.68,1.0
0,5 June 2010,0.7860526315789474,0.6,0.94
0,6 June 2010,0.7724999999999997,0.64,0.88
0,7 June 2010,0.7294444444444446,0.55,0.94
0,8 June 2010,0.759142857142857,0.58,0.94
0,9 June 2010,0.7139473684210526,0.52,0.88
0,10 June 2010,0.5681249999999999,0.27,0.94
0,11 June 2010,0.4789189189189187,0.36,0.58
0,12 June 2010,0.5409302325581394,0.34,0.76
0,13 June 2010,0.5908823529411764,0.48,0.71
0,14 June 2010,0.6736842105263159,0.55,0.77
0,15 June 2010,0.7259999999999999,0.48,0.88
0,16 June 2010,0.7305263157894734,0.52,0.93
0,17 June 2010,0.717222222222222,0.49,0.94
0,18 June 2010,0.6355263157894736,0.42,0.82
0,19 June 2010,0.48977272727272714,0.34,0.62
0,20 June 2010,0.545945945945946,0.35,0.71
0,21 June 2010,0.6004999999999998,0.37,0.82
0,22 June 2010,0.8583333333333333,0.72,1.0
0,23 June 2010,0.7905714285714285,0.55,0.94
0,24 June 2010,0.8014285714285715,0.63,0.94
0,25 June 2010,0.8268749999999998,0.56,1.0
0,26 June 2010,0.7197916666666667,0.56,0.88
0,27 June 2010,0.7057446808510636,0.47,0.88
0,28 June 2010,0.655625,0.55,0.76
0,29 June 2010,0.5829166666666666,0.31,0.87
0,30 June 2010,0.568125,0.31,0.76
0,1 July 2010,0.5965217391304349,0.39,0.76
0,2 July 2010,0.5965217391304349,0.39,0.76
0,3 July 2010,0.6623404255319147,0.51,0.88
0,4 July 2010,0.6395833333333334,0.41,0.94
0,5 July 2010,0.6741666666666665,0.51,0.82
0,6 July 2010,0.8382978723404251,0.67,0.94
0,7 July 2010,0.8520833333333336,0.63,1.0
0,8 July 2010,0.7616666666666664,0.67,0.82
0,9 July 2010,0.8885416666666665,0.77,1.0
0,10 July 2010,0.8420833333333334,0.67,0.94
0,11 July 2010,0.7852380952380953,0.59,0.94
0,12 July 2010,0.7695121951219515,0.53,0.94
0,13 July 2010,0.7254999999999997,0.52,1.0
0,14 July 2010,0.8102631578947367,0.72,0.94
0,15 July 2010,0.5302564102564102,0.27,0.88
0,16 July 2010,0.49166666666666653,0.36,0.67
0,17 July 2010,0.6121428571428574,0.48,0.76
0,18 July 2010,0.6234883720930233,0.45,0.81
0,19 July 2010,0.5705000000000001,0.28,0.93
0,20 July 2010,0.6482499999999999,0.51,0.82
0,21 July 2010,0.7280952380952382,0.51,0.94
0,22 July 2010,0.7290243902439025,0.59,0.88
0,23 July 2010,0.7317073170731709,0.62,0.82
0,24 July 2010,0.7845833333333334,0.55,0.94
0,25 July 2010,0.793191489361702,0.59,0.94
0,26 July 2010,0.8114583333333328,0.59,0.94
0,27 July 2010,0.8597826086956522,0.77,1.0
0,28 July 2010,0.7248936170212763,0.45,1.0
0,29 July 2010,0.8946666666666666,0.82,1.0
0,30 July 2010,0.8920833333333329,0.68,1.0
0,31 July 2010,0.8006122448979596,0.53,1.0
0,1 August 2010,0.4964,0.25,0.71
0,2 August 2010,0.4964,0.25,0.71
0,3 August 2010,0.5493478260869565,0.36,0.88
0,4 August 2010,0.7534042553191487,0.59,1.0
0,5 August 2010,0.6372916666666667,0.37,0.87
0,6 August 2010,0.5034042553191489,0.25,0.76
0,7 August 2010,0.5883333333333335,0.39,0.71
0,8 August 2010,0.6463829787234046,0.44,0.77
0,9 August 2010,0.6239583333333333,0.34,0.82
0,10 August 2010,0.7314583333333329,0.49,0.94
0,11 August 2010,0.9010869565217392,0.82,1.0
0,12 August 2010,0.5902127659574472,0.3,1.0
0,13 August 2010,0.5097674418604653,0.36,0.71
0,14 August 2010,0.6068085106382977,0.48,0.77
0,15 August 2010,0.5623913043478259,0.29,0.87
0,16 August 2010,0.46208333333333346,0.26,0.59
0,17 August 2010,0.4536170212765958,0.26,0.72
0,18 August 2010,0.4597872340425532,0.25,0.62
0,19 August 2010,0.5770833333333331,0.3,0.88
0,20 August 2010,0.5013333333333334,0.17,0.94
0,21 August 2010,0.38212765957446826,0.21,0.55
0,22 August 2010,0.4391111111111111,0.3,0.72
0,23 August 2010,0.5542222222222223,0.39,0.71
0,24 August 2010,0.6395833333333335,0.55,0.77
0,25 August 2010,0.4712500000000001,0.24,0.77
0,26 August 2010,0.35812499999999997,0.18,0.77
0,27 August 2010,0.40489361702127663,0.25,0.58
0,28 August 2010,0.4360416666666668,0.26,0.58
0,29 August 2010,0.5419148936170214,0.39,0.67
0,30 August 2010,0.6466666666666666,0.48,0.76
0,31 August 2010,0.6986956521739129,0.52,0.88
0,1 September 2010,0.4583333333333334,0.26,0.77
0,2 September 2010,0.4583333333333334,0.26,0.77
0,3 September 2010,0.9106249999999995,0.68,1.0
0,4 September 2010,0.7502083333333335,0.56,0.94
0,5 September 2010,0.8160869565217387,0.38,1.0
0,6 September 2010,0.41937500000000005,0.33,0.52
0,7 September 2010,0.47957446808510656,0.24,0.63
0,8 September 2010,0.6454166666666667,0.51,0.77
0,9 September 2010,0.6969565217391304,0.55,0.82
0,10 September 2010,0.7346808510638296,0.4,0.94
0,11 September 2010,0.6881632653061224,0.25,1.0
0,12 September 2010,0.5636170212765955,0.37,0.82
0,13 September 2010,0.5636170212765955,0.37,0.82
0,14 September 2010,0.674375,0.4,0.88
0,15 September 2010,0.7785416666666664,0.52,1.0
0,16 September 2010,0.676875,0.17,1.0
0,17 September 2010,0.39499999999999996,0.18,0.58
0,18 September 2010,0.43613636363636377,0.27,0.63
0,19 September 2010,0.5685106382978721,0.31,0.88
0,20 September 2010,0.6708333333333333,0.49,0.94
0,21 September 2010,0.757916666666667,0.6,0.94
0,22 September 2010,0.756122448979592,0.44,0.94
0,23 September 2010,0.7263829787234041,0.46,1.0
0,24 September 2010,0.7206250000000001,0.6,0.94
0,25 September 2010,0.7255319148936169,0.47,1.0
0,26 September 2010,0.5456249999999999,0.17,1.0
0,27 September 2010,0.5763829787234044,0.38,0.82
0,28 September 2010,0.483191489361702,0.25,0.82
0,29 September 2010,0.39291666666666675,0.13,0.83
0,30 September 2010,0.5116326530612246,0.36,0.82
0,1 October 2010,0.6439583333333333,0.52,0.82
0,2 October 2010,0.6439583333333333,0.52,0.82
0,3 October 2010,0.8062499999999999,0.53,1.0
0,4 October 2010,0.8965217391304349,0.73,1.0
0,5 October 2010,0.7958695652173917,0.6,0.94
0,6 October 2010,0.8581632653061222,0.61,1.0
0,7 October 2010,0.862340425531915,0.65,1.0
0,8 October 2010,0.7677083333333335,0.53,0.94
0,9 October 2010,0.669787234042553,0.46,0.88
0,10 October 2010,0.5891489361702125,0.49,0.73
0,11 October 2010,0.6295744680851065,0.38,0.94
0,12 October 2010,0.6736956521739133,0.41,0.88
0,13 October 2010,0.7317021276595748,0.53,0.88
0,14 October 2010,0.7497916666666664,0.54,0.94
0,15 October 2010,0.6495744680851067,0.45,0.88
0,16 October 2010,0.7239583333333335,0.52,0.94
0,17 October 2010,0.36837209302325574,0.22,0.56
0,18 October 2010,0.42520833333333335,0.25,0.54
0,19 October 2010,0.4666666666666665,0.25,0.63
0,20 October 2010,0.6695833333333331,0.48,1.0
0,21 October 2010,0.6548936170212768,0.49,0.82
0,22 October 2010,0.6804166666666669,0.38,0.94
0,23 October 2010,0.6419565217391306,0.47,0.83
0,24 October 2010,0.6579999999999998,0.29,0.94
0,25 October 2010,0.8968627450980392,0.72,1.0
0,26 October 2010,0.814,0.68,1.0
0,27 October 2010,0.5604545454545454,0.28,0.88
0,28 October 2010,0.724047619047619,0.56,0.88
0,29 October 2010,0.6804166666666669,0.49,0.88
0,30 October 2010,0.7137500000000004,0.53,0.88
0,31 October 2010,0.7426086956521736,0.57,0.94
0,1 November 2010,0.875208333333333,0.69,1.0
0,2 November 2010,0.875208333333333,0.69,1.0
0,3 November 2010,0.7591666666666667,0.52,0.94
0,4 November 2010,0.7250000000000001,0.44,0.94
0,5 November 2010,0.7954347826086956,0.68,0.94
0,6 November 2010,0.638510638297872,0.45,0.88
0,7 November 2010,0.8161224489795916,0.68,0.94
0,8 November 2010,0.7370833333333339,0.53,0.94
0,9 November 2010,0.7255319148936173,0.44,0.94
0,10 November 2010,0.8466666666666663,0.69,0.94
0,11 November 2010,0.7889583333333329,0.51,1.0
0,12 November 2010,0.6356249999999999,0.37,0.94
0,13 November 2010,0.6493478260869565,0.43,0.88
0,14 November 2010,0.6656249999999998,0.4,0.94
0,15 November 2010,0.657446808510638,0.41,0.88
0,16 November 2010,0.9024489795918366,0.65,1.0
0,17 November 2010,0.8441666666666667,0.73,1.0
0,18 November 2010,0.7545833333333333,0.6,0.94
0,19 November 2010,0.6710869565217391,0.44,0.88
0,20 November 2010,0.7344680851063828,0.64,0.88
0,21 November 2010,0.6458333333333337,0.5,0.82
0,22 November 2010,0.6275000000000003,0.41,0.88
0,23 November 2010,0.6712765957446809,0.42,0.94
0,24 November 2010,0.6050000000000002,0.32,0.83
0,25 November 2010,0.6508510638297875,0.47,0.83
0,26 November 2010,0.6250000000000001,0.45,0.83
0,27 November 2010,0.664375,0.54,0.83
0,28 November 2010,0.6985416666666665,0.48,0.88
0,29 November 2010,0.7433333333333333,0.51,0.94
0,30 November 2010,0.8993617021276598,0.83,0.94
0,1 December 2010,0.9365957446808507,0.83,1.0
0,2 December 2010,0.9365957446808507,0.83,1.0
0,3 December 2010,0.8295744680851062,0.69,1.0
0,4 December 2010,0.7566666666666663,0.61,0.88
0,5 December 2010,0.781081081081081,0.65,0.88
0,6 December 2010,0.8348717948717947,0.61,0.94
0,7 December 2010,0.7969999999999995,0.61,1.0
0,8 December 2010,0.7072499999999995,0.54,0.88
0,9 December 2010,0.7382926829268294,0.61,0.88
0,10 December 2010,0.7588888888888884,0.43,0.94
0,11 December 2010,0.7112195121951215,0.48,0.94
0,12 December 2010,0.6053333333333335,0.29,0.94
0,13 December 2010,0.5409090909090908,0.21,0.94
0,14 December 2010,0.7534146341463414,0.57,0.88
0,15 December 2010,0.830731707317073,0.73,0.94
0,16 December 2010,0.7615217391304346,0.58,0.94
0,17 December 2010,0.8395555555555554,0.74,0.94
0,18 December 2010,0.6239999999999999,0.18,0.88
0,19 December 2010,0.4202702702702702,0.31,0.73
0,20 December 2010,0.6683720930232557,0.34,0.94
0,21 December 2010,0.4034883720930232,0.29,0.68
0,22 December 2010,0.40175,0.19,0.64
0,23 December 2010,0.7227906976744187,0.56,0.83
0,24 December 2010,0.6453488372093019,0.24,0.88
0,25 December 2010,0.5983720930232561,0.41,0.78
0,26 December 2010,0.662,0.48,0.83
0,27 December 2010,0.7591489361702126,0.33,1.0
0,28 December 2010,0.8568181818181823,0.56,1.0
0,29 December 2010,0.5405405405405407,0.46,0.64
0,30 December 2010,0.6117948717948717,0.48,0.73
0,31 December 2010,0.713333333333333,0.51,0.83
0,1 January 2011,0.65,0.38,0.88
0,2 January 2011,0.65,0.38,0.88
0,3 January 2011,0.8570270270270269,0.65,0.94
0,4 January 2011,0.8382051282051284,0.73,0.94
0,5 January 2011,0.7454545454545456,0.64,0.88
0,6 January 2011,0.6642105263157895,0.53,0.83
0,7 January 2011,0.8144117647058823,0.69,0.94
0,8 January 2011,0.8615789473684209,0.65,1.0
0,9 January 2011,0.7406382978723399,0.54,0.94
0,10 January 2011,0.820833333333333,0.62,1.0
0,11 January 2011,0.7887499999999997,0.58,1.0
0,12 January 2011,0.7976595744680846,0.65,0.94
0,13 January 2011,0.7529166666666668,0.58,0.94
0,14 January 2011,0.7391489361702127,0.62,0.83
0,15 January 2011,0.6572916666666667,0.48,0.88
0,16 January 2011,0.7341666666666665,0.58,1.0
0,17 January 2011,0.7825531914893613,0.55,0.94
0,18 January 2011,0.7893877551020401,0.55,0.94
0,19 January 2011,0.7162499999999997,0.54,0.88
0,20 January 2011,0.7991304347826085,0.65,0.94
0,21 January 2011,0.6341304347826087,0.48,0.78
0,22 January 2011,0.6820000000000002,0.45,0.94
0,23 January 2011,0.6820000000000002,0.45,0.94
0,24 January 2011,0.5895555555555555,0.31,0.83
0,25 January 2011,0.5452083333333332,0.25,0.94
0,26 January 2011,0.7232608695652173,0.55,0.89
0,27 January 2011,0.7232608695652173,0.55,0.89
0,28 January 2011,0.8144680851063828,0.59,1.0
0,29 January 2011,0.6935555555555554,0.57,0.89
0,30 January 2011,0.5874999999999999,0.44,0.83
0,31 January 2011,0.609787234042553,0.37,0.79
0,1 February 2011,0.577441860465116,0.17,0.89
0,2 February 2011,0.577441860465116,0.17,0.89
0,3 February 2011,0.6297674418604651,0.35,0.84
0,4 February 2011,0.8419148936170214,0.39,1.0
0,5 February 2011,0.7104444444444445,0.52,0.89
0,6 February 2011,0.4916000000000001,0.15,1.0
0,7 February 2011,0.6668085106382978,0.39,0.94
0,8 February 2011,0.6719148936170218,0.56,0.83
0,9 February 2011,0.6520833333333335,0.44,0.78
0,10 February 2011,0.7191111111111111,0.54,0.88
0,11 February 2011,0.6927906976744181,0.58,0.78
0,12 February 2011,0.6208888888888887,0.38,0.79
0,13 February 2011,0.8929166666666662,0.78,0.94
0,14 February 2011,0.8669999999999992,0.73,0.94
0,15 February 2011,0.6393478260869565,0.53,0.83
0,16 February 2011,0.6965957446808511,0.47,0.94
0,17 February 2011,0.7650000000000002,0.55,0.88
0,18 February 2011,0.7209302325581394,0.55,0.89
0,19 February 2011,0.8548717948717942,0.79,0.94
0,20 February 2011,0.7246511627906976,0.52,1.0
0,21 February 2011,0.7043902439024388,0.49,0.94
0,22 February 2011,0.7502040816326531,0.53,0.94
0,23 February 2011,0.6731111111111112,0.49,0.94
0,24 February 2011,0.6695555555555558,0.53,0.83
0,25 February 2011,0.6178260869565217,0.39,0.83
0,26 February 2011,0.6329787234042554,0.31,0.83
0,27 February 2011,0.6819148936170211,0.42,0.94
0,28 February 2011,0.6819999999999999,0.35,0.89
0,1 March 2011,0.6756097560975611,0.26,0.94
0,2 March 2011,0.6756097560975611,0.26,0.94
0,3 March 2011,0.636875,0.53,0.83
0,4 March 2011,0.645434782608696,0.17,0.94
0,5 March 2011,0.6491489361702127,0.45,0.83
0,6 March 2011,0.6097916666666666,0.5,0.83
0,7 March 2011,0.46931818181818186,0.4,0.56
0,8 March 2011,0.5693478260869564,0.44,0.78
0,9 March 2011,0.647659574468085,0.45,0.83
0,10 March 2011,0.579583333333333,0.29,0.83
0,11 March 2011,0.6638297872340426,0.48,0.94
0,12 March 2011,0.8699999999999998,0.74,0.94
0,13 March 2011,0.7969387755102035,0.54,1.0
0,14 March 2011,0.6921276595744678,0.52,0.83
0,15 March 2011,0.7866666666666665,0.62,0.89
0,16 March 2011,0.8006521739130431,0.69,1.0
0,17 March 2011,0.7887499999999998,0.61,0.88
0,18 March 2011,0.8458333333333333,0.74,0.94
0,19 March 2011,0.8234782608695654,0.65,0.94
0,20 March 2011,0.8840816326530608,0.69,1.0
0,21 March 2011,0.8760416666666663,0.61,1.0
0,22 March 2011,0.8899999999999995,0.7,1.0
0,23 March 2011,0.800454545454545,0.55,1.0
0,24 March 2011,0.613191489361702,0.29,0.94
0,25 March 2011,0.42913043478260876,0.26,0.53
0,26 March 2011,0.5579591836734696,0.39,0.73
0,27 March 2011,0.7208510638297875,0.64,0.78
0,28 March 2011,0.8327083333333333,0.6,1.0
0,29 March 2011,0.8060416666666664,0.61,1.0
0,30 March 2011,0.7376595744680848,0.48,1.0
0,31 March 2011,0.6430612244897957,0.45,0.83
0,1 April 2011,0.7059574468085106,0.47,0.94
0,2 April 2011,0.7059574468085106,0.47,0.94
0,3 April 2011,0.6841666666666669,0.53,0.88
0,4 April 2011,0.6304255319148939,0.5,0.77
0,5 April 2011,0.7241666666666666,0.56,1.0
0,6 April 2011,0.805531914893617,0.56,1.0
0,7 April 2011,0.7830232558139537,0.57,1.0
0,8 April 2011,0.581590909090909,0.5,0.73
0,9 April 2011,0.6508510638297876,0.53,0.78
0,10 April 2011,0.6610638297872343,0.32,0.88
0,11 April 2011,0.6830434782608696,0.3,0.94
0,12 April 2011,0.5287234042553192,0.27,0.82
0,13 April 2011,0.448936170212766,0.27,0.72
0,14 April 2011,0.4289583333333331,0.25,0.59
0,15 April 2011,0.4797872340425532,0.29,0.63
0,16 April 2011,0.6729166666666666,0.49,0.94
0,17 April 2011,0.8634615384615386,0.56,1.0
0,18 April 2011,0.6552083333333331,0.46,0.83
0,19 April 2011,0.6697872340425537,0.36,0.94
0,20 April 2011,0.6862222222222224,0.47,0.94
0,21 April 2011,0.670425531914894,0.47,0.83
0,22 April 2011,0.5831914893617022,0.3,0.88
0,23 April 2011,0.5074999999999998,0.36,0.68
0,24 April 2011,0.8262499999999998,0.52,1.0
0,25 April 2011,0.8046808510638301,0.64,0.88
0,26 April 2011,0.8125999999999994,0.64,1.0
0,27 April 2011,0.7964583333333334,0.5,0.94
0,28 April 2011,0.736222222222222,0.56,1.0
0,29 April 2011,0.8997959183673472,0.64,1.0
0,30 April 2011,0.9118749999999997,0.73,1.0
0,1 May 2011,0.7918750000000004,0.64,0.94
0,2 May 2011,0.7918750000000004,0.64,0.94
0,3 May 2011,0.8121276595744683,0.68,0.94
0,4 May 2011,0.8046938775510203,0.68,0.94
0,5 May 2011,0.7131914893617023,0.6,0.82
0,6 May 2011,0.6862500000000001,0.56,0.88
0,7 May 2011,0.6472340425531913,0.56,0.77
0,8 May 2011,0.6621739130434781,0.35,0.88
0,9 May 2011,0.6024999999999999,0.27,0.94
0,10 May 2011,0.7288888888888888,0.55,0.94
0,11 May 2011,0.6697826086956522,0.52,0.82
0,12 May 2011,0.5741304347826085,0.34,0.82
0,13 May 2011,0.48704545454545445,0.27,0.71
0,14 May 2011,0.5172340425531915,0.31,0.71
0,15 May 2011,0.4749999999999998,0.29,0.72
0,16 May 2011,0.5072916666666668,0.28,0.72
0,17 May 2011,0.5891111111111107,0.32,0.82
0,18 May 2011,0.7214583333333334,0.55,0.87
0,19 May 2011,0.7360869565217389,0.49,0.88
0,20 May 2011,0.7653191489361705,0.57,1.0
0,21 May 2011,0.7662500000000004,0.47,1.0
0,22 May 2011,0.72,0.34,0.94
0,23 May 2011,0.6730434782608699,0.41,0.83
0,24 May 2011,0.5819565217391303,0.27,0.94
0,25 May 2011,0.7254000000000004,0.46,0.94
0,26 May 2011,0.8346808510638302,0.72,0.94
0,27 May 2011,0.7237777777777776,0.56,0.94
0,28 May 2011,0.694042553191489,0.51,0.88
0,29 May 2011,0.7402173913043476,0.59,0.88
0,30 May 2011,0.8508888888888886,0.72,1.0
0,31 May 2011,0.9217307692307692,0.83,1.0
0,1 June 2011,0.6841304347826085,0.52,0.88
0,2 June 2011,0.6841304347826085,0.52,0.88
0,3 June 2011,0.8099999999999997,0.6,0.88
0,4 June 2011,0.7036956521739128,0.46,0.94
0,5 June 2011,0.6974468085106381,0.49,0.82
0,6 June 2011,0.5733333333333336,0.37,0.88
0,7 June 2011,0.6129166666666668,0.42,0.72
0,8 June 2011,0.5665116279069766,0.34,0.82
0,9 June 2011,0.43687499999999985,0.28,0.67
0,10 June 2011,0.5185106382978723,0.37,0.67
0,11 June 2011,0.6367441860465116,0.48,0.82
0,12 June 2011,0.8621276595744684,0.72,0.94
0,13 June 2011,0.7869767441860462,0.68,0.94
0,14 June 2011,0.7702040816326531,0.59,0.94
0,15 June 2011,0.7065957446808507,0.52,0.88
0,16 June 2011,0.6890196078431373,0.52,0.88
0,17 June 2011,0.7535555555555555,0.67,0.94
0,18 June 2011,0.6262222222222225,0.34,0.93
0,19 June 2011,0.5216666666666668,0.39,0.67
0,20 June 2011,0.5700000000000002,0.37,0.76
0,21 June 2011,0.5495652173913046,0.33,0.76
0,22 June 2011,0.47083333333333327,0.29,0.58
0,23 June 2011,0.4281249999999999,0.31,0.54
0,24 June 2011,0.5117391304347826,0.37,0.63
0,25 June 2011,0.6356521739130432,0.37,0.77
0,26 June 2011,0.6924999999999998,0.49,0.87
0,27 June 2011,0.6589130434782607,0.3,0.93
0,28 June 2011,0.7069565217391302,0.48,0.87
0,29 June 2011,0.7719999999999999,0.68,0.88
0,30 June 2011,0.7088888888888887,0.55,0.88
